simulation,period,variable,risk,value
10,1,ptf3,Bonds,247002.0365272257
10,1,ptf3,Crypto,30857.122950899637
10,1,ptf3,Stocks,449972.72644145146
10,1,ptf4,Cash,150000.0
10,1,ptf4,Real Estate,252104.6633631346
10,1,ptf4,Precious Metals,38335.983158687464
10,1,ptf4,Bonds,197002.0365272257
10,1,ptf4,Crypto,30857.122950899637
10,1,ptf4,Stocks,449972.72644145146
10,1,ptf5,Cash,150000.0
10,1,ptf5,Real Estate,193654.5064882798
10,1,ptf5,Precious Metals,48413.62662206995
10,1,ptf5,Bonds,290481.7597324197
10,1,ptf5,Crypto,48413.62662206995
10,1,ptf5,Stocks,387309.0129765596
10,1,returns,Cash,0.0
10,1,returns,Money Market,-0.049520052630390554
10,1,returns,Bonds,-0.0313645626383306
10,1,returns,Stocks,0.32344919541603373
10,1,returns,Crypto,-0.2739500482141261
10,1,returns,Precious Metals,-0.09797686685441251
10,1,returns,Real Estate,0.4829686080184388
10,1,contributions,,0.0
10,1,withdrawals,,50000.0
10,1,availableCash,,100000.0
10,1,cashBuffer,,150000.0
10,1,cashDepletion,,50000.0
10,1,shortfall,,0.0
10,1,cashReplenishment,,50000.0
10,1,financialGainLoss,,168272.53244139906
10,2,ptf_bop,Cash,150000.0
10,2,ptf_bop,Real Estate,193654.5064882798
10,2,ptf_bop,Precious Metals,48413.62662206995
10,2,ptf_bop,Bonds,290481.7597324197
10,2,ptf_bop,Crypto,48413.62662206995
10,2,ptf_bop,Stocks,387309.0129765596
10,2,ptf_eop,Cash,100000.0
10,2,ptf_eop,Real Estate,147413.07773908493
10,2,ptf_eop,Precious Metals,61502.383923982634
10,2,ptf_eop,Bonds,261068.15094100422
10,2,ptf_eop,Crypto,60513.70057918446
10,2,ptf_eop,Stocks,423316.4429332504
10,2,ptf1,Cash,100000.0
10,2,ptf1,Real Estate,193654.5064882798
10,2,ptf1,Precious Metals,48413.62662206995
10,2,ptf1,Bonds,290481.7597324197
10,2,ptf1,Crypto,48413.62662206995
10,2,ptf1,Stocks,387309.0129765596
10,2,ptf2,Cash,100000.0
10,2,ptf2,Real Estate,193654.5064882798
10,2,ptf2,Precious Metals,48413.62662206995
10,2,ptf2,Bonds,290481.7597324197
10,2,ptf2,Crypto,48413.62662206995
10,2,ptf2,Stocks,387309.0129765596
10,2,ptf3,Cash,100000.0
10,2,ptf3,Real Estate,147413.07773908493
10,2,ptf3,Precious Metals,61502.383923982634
10,2,ptf3,Bonds,261068.15094100422
10,2,ptf3,Crypto,60513.70057918446
10,2,ptf3,Stocks,423316.4429332504
10,2,ptf4,Cash,100000.0
10,2,ptf4,Real Estate,147413.07773908493
10,2,ptf4,Precious Metals,61502.383923982634
10,2,ptf4,Bonds,261068.15094100422
10,2,ptf4,Crypto,60513.70057918446
10,2,ptf4,Stocks,423316.4429332504
10,2,ptf5,Cash,100000.0
10,2,ptf5,Real Estate,147413.07773908493
10,2,ptf5,Precious Metals,61502.383923982634
10,2,ptf5,Bonds,261068.15094100422
10,2,ptf5,Crypto,60513.70057918446
10,2,ptf5,Stocks,423316.4429332504
10,2,returns,Cash,0.0
10,2,returns,Money Market,-0.022162239015075514
10,2,returns,Bonds,-0.10125802328693587
10,2,returns,Stocks,0.09296822111100746
10,2,returns,Crypto,0.2499311619757595
10,2,returns,Precious Metals,0.2703527542790198
10,2,returns,Real Estate,-0.2387831276830805
10,2,contributions,,0.0
10,2,withdrawals,,50000.0
10,2,availableCash,,100000.0
10,2,cashBuffer,,150000.0
10,2,cashDepletion,,50000.0
10,2,shortfall,,0.0
10,2,cashReplenishment,,0
10,2,financialGainLoss,,-14458.776324892417
10,3,ptf_bop,Cash,100000.0
10,3,ptf_bop,Real Estate,147413.07773908493
10,3,ptf_bop,Precious Metals,61502.383923982634
10,3,ptf_bop,Bonds,261068.15094100422
10,3,ptf_bop,Crypto,60513.70057918446
10,3,ptf_bop,Stocks,423316.4429332504
10,3,ptf_eop,Cash,85956.24503410922
10,3,ptf_eop,Real Estate,190762.75122330134
10,3,ptf_eop,Precious Metals,47690.687805825335
10,3,ptf_eop,Bonds,286144.12683495204
10,3,ptf_eop,Crypto,47690.687805825335
10,3,ptf_eop,Stocks,381525.5024466027
10,3,ptf1,Cash,50000.0
10,3,ptf1,Real Estate,147413.07773908493
10,3,ptf1,Precious Metals,61502.383923982634
10,3,ptf1,Bonds,261068.15094100422
10,3,ptf1,Crypto,60513.70057918446
10,3,ptf1,Stocks,423316.4429332504
10,3,ptf2,Cash,50000.0
10,3,ptf2,Real Estate,190762.75122330134
10,3,ptf2,Precious Metals,47690.687805825335
10,3,ptf2,Bonds,286144.12683495204
10,3,ptf2,Crypto,47690.687805825335
10,3,ptf2,Stocks,381525.5024466027
10,3,ptf3,Cash,50000.0
10,3,ptf3,Real Estate,206250.75500674514
10,3,ptf3,Precious Metals,46983.23489180823
10,3,ptf3,Bonds,250833.46686502532
10,3,ptf3,Crypto,53235.81106771089
10,3,ptf3,Stocks,432466.73331932636
10,3,ptf4,Cash,85956.24503410922
10,3,ptf4,Real Estate,206250.75500674514
10,3,ptf4,Precious Metals,46983.23489180823
10,3,ptf4,Bonds,214877.2218309161
10,3,ptf4,Crypto,53235.81106771089
10,3,ptf4,Stocks,432466.73331932636
10,3,ptf5,Cash,85956.24503410922
10,3,ptf5,Real Estate,190762.75122330134
10,3,ptf5,Precious Metals,47690.687805825335
10,3,ptf5,Bonds,286144.12683495204
10,3,ptf5,Crypto,47690.687805825335
10,3,ptf5,Stocks,381525.5024466027
10,3,returns,Cash,0.0
10,3,returns,Money Market,-0.07438224758465221
10,3,returns,Bonds,-0.12340165901882688
10,3,returns,Stocks,0.13351985790216808
10,3,returns,Crypto,0.11627266279871584
10,3,returns,Precious Metals,-0.014834193981381149
10,3,returns,Real Estate,0.08118987425020918
10,3,contributions,,0.0
10,3,withdrawals,,50000.0
10,3,availableCash,,50000.0
10,3,cashBuffer,,150000.0
10,3,cashDepletion,,50000.0
10,3,shortfall,,0.0
10,3,cashReplenishment,,35956.24503410922
10,3,financialGainLoss,,35956.24503410922
10,4,ptf_bop,Cash,85956.24503410922
10,4,ptf_bop,Real Estate,190762.75122330134
10,4,ptf_bop,Precious Metals,47690.687805825335
10,4,ptf_bop,Bonds,286144.12683495204
10,4,ptf_bop,Crypto,47690.687805825335
10,4,ptf_bop,Stocks,381525.5024466027
10,4,ptf_eop,Cash,150000.0
10,4,ptf_eop,Real Estate,210152.20504662138
10,4,ptf_eop,Precious Metals,52538.051261655346
10,4,ptf_eop,Bonds,315228.3075699321
10,4,ptf_eop,Crypto,52538.051261655346
10,4,ptf_eop,Stocks,420304.41009324277
10,4,ptf1,Cash,35956.24503410922
10,4,ptf1,Real Estate,190762.75122330134
10,4,ptf1,Precious Metals,47690.687805825335
10,4,ptf1,Bonds,286144.12683495204
10,4,ptf1,Crypto,47690.687805825335
10,4,ptf1,Stocks,381525.5024466027
10,4,ptf2,Cash,35956.24503410922
10,4,ptf2,Real Estate,190762.75122330137
10,4,ptf2,Precious Metals,47690.68780582534
10,4,ptf2,Bonds,286144.12683495204
10,4,ptf2,Crypto,47690.68780582534
10,4,ptf2,Stocks,381525.50244660274
10,4,ptf3,Cash,35956.24503410922
10,4,ptf3,Real Estate,255601.76079875327
10,4,ptf3,Precious Metals,51737.574683978724
10,4,ptf3,Bonds,306600.9969565633
10,4,ptf3,Crypto,97259.28970195327
10,4,ptf3,Stocks,453605.1580577491
10,4,ptf4,Cash,150000.0
10,4,ptf4,Real Estate,255601.76079875327
10,4,ptf4,Precious Metals,51737.574683978724
10,4,ptf4,Bonds,192557.24199067254
10,4,ptf4,Crypto,97259.28970195327
10,4,ptf4,Stocks,453605.1580577491
10,4,ptf5,Cash,150000.0
10,4,ptf5,Real Estate,210152.20504662138
10,4,ptf5,Precious Metals,52538.051261655346
10,4,ptf5,Bonds,315228.3075699321
10,4,ptf5,Crypto,52538.051261655346
10,4,ptf5,Stocks,420304.41009324277
10,4,returns,Cash,0.0
10,4,returns,Money Market,-0.045659140894655115
10,4,returns,Bonds,0.07149149048727746
10,4,returns,Stocks,0.18892486910815198
10,4,returns,Crypto,1.0393769554750099
10,4,returns,Precious Metals,0.08485696190062214
10,4,returns,Real Estate,0.33989344963657614
10,4,contributions,,0.0
10,4,withdrawals,,50000.0
10,4,availableCash,,35956.24503410922
10,4,cashBuffer,,150000.0
10,4,cashDepletion,,50000.0
10,4,shortfall,,0.0
10,4,cashReplenishment,,114043.75496589078
10,4,financialGainLoss,,210991.0240824907
10,5,ptf_bop,Cash,150000.0
10,5,ptf_bop,Real Estate,210152.20504662138
10,5,ptf_bop,Precious Metals,52538.051261655346
10,5,ptf_bop,Bonds,315228.3075699321
10,5,ptf_bop,Crypto,52538.051261655346
10,5,ptf_bop,Stocks,420304.41009324277
10,5,ptf_eop,Cash,100000.0
10,5,ptf_eop,Real Estate,185863.61621271254
10,5,ptf_eop,Precious Metals,47345.61089961418
10,5,ptf_eop,Bonds,324034.53623373446
10,5,ptf_eop,Crypto,47288.059071755924
10,5,ptf_eop,Stocks,378657.004675044
10,5,ptf1,Cash,100000.0
10,5,ptf1,Real Estate,210152.20504662138
10,5,ptf1,Precious Metals,52538.051261655346
10,5,ptf1,Bonds,315228.3075699321
10,5,ptf1,Crypto,52538.051261655346
10,5,ptf1,Stocks,420304.41009324277
10,5,ptf2,Cash,100000.0
10,5,ptf2,Real Estate,210152.20504662138
10,5,ptf2,Precious Metals,52538.051261655346
10,5,ptf2,Bonds,315228.3075699321
10,5,ptf2,Crypto,52538.051261655346
10,5,ptf2,Stocks,420304.41009324277
10,5,ptf3,Cash,100000.0
10,5,ptf3,Real Estate,185863.61621271254
10,5,ptf3,Precious Metals,47345.61089961418
10,5,ptf3,Bonds,324034.53623373446
10,5,ptf3,Crypto,47288.059071755924
10,5,ptf3,Stocks,378657.004675044
10,5,ptf4,Cash,100000.0
10,5,ptf4,Real Estate,185863.61621271254
10,5,ptf4,Precious Metals,47345.61089961418
10,5,ptf4,Bonds,324034.53623373446
10,5,ptf4,Crypto,47288.059071755924
10,5,ptf4,Stocks,378657.004675044
10,5,ptf5,Cash,100000.0
10,5,ptf5,Real Estate,185863.61621271254
10,5,ptf5,Precious Metals,47345.61089961418
10,5,ptf5,Bonds,324034.53623373446
10,5,ptf5,Crypto,47288.059071755924
10,5,ptf5,Stocks,378657.004675044
10,5,returns,Cash,0.0
10,5,returns,Money Market,-0.028163432776145303
10,5,returns,Bonds,0.027936033827954204
10,5,returns,Stocks,-0.0990886710157514
10,5,returns,Crypto,-0.09992742524371286
10,5,returns,Precious Metals,-0.09883199390440366
10,5,returns,Real Estate,-0.1155761788391443
10,5,contributions,,0.0
10,5,withdrawals,,50000.0
10,5,availableCash,,100000.0
10,5,cashBuffer,,150000.0
10,5,cashDepletion,,50000.0
10,5,shortfall,,0.0
10,5,cashReplenishment,,0
10,5,financialGainLoss,,-67572.19814024586
10,6,ptf_bop,Cash,100000.0
10,6,ptf_bop,Real Estate,185863.61621271254
10,6,ptf_bop,Precious Metals,47345.61089961418
10,6,ptf_bop,Bonds,324034.53623373446
10,6,ptf_bop,Crypto,47288.059071755924
10,6,ptf_bop,Stocks,378657.004675044
10,6,ptf_eop,Cash,142491.9589189666
10,6,ptf_eop,Real Estate,196637.76541857223
10,6,ptf_eop,Precious Metals,49159.44135464306
10,6,ptf_eop,Bonds,294956.64812785835
10,6,ptf_eop,Crypto,49159.44135464306
10,6,ptf_eop,Stocks,393275.53083714447
10,6,ptf1,Cash,50000.0
10,6,ptf1,Real Estate,185863.61621271254
10,6,ptf1,Precious Metals,47345.61089961418
10,6,ptf1,Bonds,324034.53623373446
10,6,ptf1,Crypto,47288.059071755924
10,6,ptf1,Stocks,378657.004675044
10,6,ptf2,Cash,50000.0
10,6,ptf2,Real Estate,196637.7654185722
10,6,ptf2,Precious Metals,49159.44135464305
10,6,ptf2,Bonds,294956.6481278583
10,6,ptf2,Crypto,49159.44135464305
10,6,ptf2,Stocks,393275.5308371444
10,6,ptf3,Cash,50000.0
10,6,ptf3,Real Estate,250766.01863248335
10,6,ptf3,Precious Metals,38883.88431678065
10,6,ptf3,Bonds,275661.974095408
10,6,ptf3,Crypto,75585.21347454403
10,6,ptf3,Stocks,434783.6954926118
10,6,ptf4,Cash,142491.9589189666
10,6,ptf4,Real Estate,250766.01863248335
10,6,ptf4,Precious Metals,38883.88431678065
10,6,ptf4,Bonds,183170.0151764414
10,6,ptf4,Crypto,75585.21347454403
10,6,ptf4,Stocks,434783.6954926118
10,6,ptf5,Cash,142491.9589189666
10,6,ptf5,Real Estate,196637.76541857223
10,6,ptf5,Precious Metals,49159.44135464306
10,6,ptf5,Bonds,294956.64812785835
10,6,ptf5,Crypto,49159.44135464306
10,6,ptf5,Stocks,393275.53083714447
10,6,returns,Cash,0.0
10,6,returns,Money Market,0.03099927176662098
10,6,returns,Bonds,-0.06541528782252234
10,6,returns,Stocks,0.10554474255520332
10,6,returns,Crypto,0.5375523275226378
10,6,returns,Precious Metals,-0.2090250978186083
10,6,returns,Real Estate,0.2752688584448225
10,6,contributions,,0.0
10,6,withdrawals,,50000.0
10,6,availableCash,,50000.0
10,6,cashBuffer,,150000.0
10,6,cashDepletion,,50000.0
10,6,shortfall,,0.0
10,6,cashReplenishment,,92491.95891896659
10,6,financialGainLoss,,92491.95891896659
10,7,ptf_bop,Cash,142491.9589189666
10,7,ptf_bop,Real Estate,196637.76541857223
10,7,ptf_bop,Precious Metals,49159.44135464306
10,7,ptf_bop,Bonds,294956.64812785835
10,7,ptf_bop,Crypto,49159.44135464306
10,7,ptf_bop,Stocks,393275.53083714447
10,7,ptf_eop,Cash,92491.95891896659
10,7,ptf_eop,Real Estate,156794.92210729673
10,7,ptf_eop,Precious Metals,55241.34692869321
10,7,ptf_eop,Bonds,271618.36922121845
10,7,ptf_eop,Crypto,46210.4205163568
10,7,ptf_eop,Stocks,415043.34387033037
10,7,ptf1,Cash,92491.95891896659
10,7,ptf1,Real Estate,196637.76541857223
10,7,ptf1,Precious Metals,49159.44135464306
10,7,ptf1,Bonds,294956.64812785835
10,7,ptf1,Crypto,49159.44135464306
10,7,ptf1,Stocks,393275.53083714447
10,7,ptf2,Cash,92491.95891896659
10,7,ptf2,Real Estate,196637.76541857223
10,7,ptf2,Precious Metals,49159.44135464306
10,7,ptf2,Bonds,294956.64812785835
10,7,ptf2,Crypto,49159.44135464306
10,7,ptf2,Stocks,393275.53083714447
10,7,ptf3,Cash,92491.95891896659
10,7,ptf3,Real Estate,156794.92210729673
10,7,ptf3,Precious Metals,55241.34692869321
10,7,ptf3,Bonds,271618.36922121845
10,7,ptf3,Crypto,46210.4205163568
10,7,ptf3,Stocks,415043.34387033037
10,7,ptf4,Cash,92491.95891896659
10,7,ptf4,Real Estate,156794.92210729673
10,7,ptf4,Precious Metals,55241.34692869321
10,7,ptf4,Bonds,271618.36922121845
10,7,ptf4,Crypto,46210.4205163568
10,7,ptf4,Stocks,415043.34387033037
10,7,ptf5,Cash,92491.95891896659
10,7,ptf5,Real Estate,156794.92210729673
10,7,ptf5,Precious Metals,55241.34692869321
10,7,ptf5,Bonds,271618.36922121845
10,7,ptf5,Crypto,46210.4205163568
10,7,ptf5,Stocks,415043.34387033037
10,7,returns,Cash,0.0
10,7,returns,Money Market,0.027631455297982804
10,7,returns,Bonds,-0.07912443762421367
10,7,returns,Stocks,0.05535003153348993
10,7,returns,Crypto,-0.05998890054530149
10,7,returns,Precious Metals,0.12371795542130831
10,7,returns,Real Estate,-0.20262050489876235
10,7,contributions,,0.0
10,7,withdrawals,,50000.0
10,7,availableCash,,92491.95891896659
10,7,cashBuffer,,150000.0
10,7,cashDepletion,,50000.0
10,7,shortfall,,0.0
10,7,cashReplenishment,,0
10,7,financialGainLoss,,-38280.4244489657
10,8,ptf_bop,Cash,92491.95891896659
10,8,ptf_bop,Real Estate,156794.92210729673
10,8,ptf_bop,Precious Metals,55241.34692869321
10,8,ptf_bop,Bonds,271618.36922121845
10,8,ptf_bop,Crypto,46210.4205163568
10,8,ptf_bop,Stocks,415043.34387033037
10,8,ptf_eop,Cash,42491.958918966586
10,8,ptf_eop,Real Estate,163591.35535003856
10,8,ptf_eop,Precious Metals,52491.641217005264
10,8,ptf_eop,Bonds,354947.78226961923
10,8,ptf_eop,Crypto,86697.24146968737
10,8,ptf_eop,Stocks,242546.781620179
10,8,ptf1,Cash,42491.958918966586
10,8,ptf1,Real Estate,156794.92210729673
10,8,ptf1,Precious Metals,55241.34692869321
10,8,ptf1,Bonds,271618.36922121845
10,8,ptf1,Crypto,46210.4205163568
10,8,ptf1,Stocks,415043.34387033037
10,8,ptf2,Cash,42491.958918966586
10,8,ptf2,Real Estate,188981.6805287791
10,8,ptf2,Precious Metals,47245.42013219478
10,8,ptf2,Bonds,283472.5207931687
10,8,ptf2,Crypto,47245.42013219478
10,8,ptf2,Stocks,377963.3610575582
10,8,ptf3,Cash,42491.958918966586
10,8,ptf3,Real Estate,163591.35535003856
10,8,ptf3,Precious Metals,52491.641217005264
10,8,ptf3,Bonds,354947.78226961923
10,8,ptf3,Crypto,86697.24146968737
10,8,ptf3,Stocks,242546.781620179
10,8,ptf4,Cash,42491.958918966586
10,8,ptf4,Real Estate,163591.35535003856
10,8,ptf4,Precious Metals,52491.641217005264
10,8,ptf4,Bonds,354947.78226961923
10,8,ptf4,Crypto,86697.24146968737
10,8,ptf4,Stocks,242546.781620179
10,8,ptf5,Cash,42491.958918966586
10,8,ptf5,Real Estate,163591.35535003856
10,8,ptf5,Precious Metals,52491.641217005264
10,8,ptf5,Bonds,354947.78226961923
10,8,ptf5,Crypto,86697.24146968737
10,8,ptf5,Stocks,242546.781620179
10,8,returns,Cash,0.0
10,8,returns,Money Market,0.011150695907107454
10,8,returns,Bonds,0.25214176413452555
10,8,returns,Stocks,-0.3582796466262698
10,8,returns,Crypto,0.835040120864724
10,8,returns,Precious Metals,0.11104189718561784
10,8,returns,Real Estate,-0.13435336752058352
10,8,contributions,,0.0
10,8,withdrawals,,50000.0
10,8,availableCash,,42491.958918966586
10,8,cashBuffer,,150000.0
10,8,cashDepletion,,50000.0
10,8,shortfall,,0.0
10,8,cashReplenishment,,0
10,8,financialGainLoss,,-44633.600717365975
10,9,ptf_bop,Cash,42491.958918966586
10,9,ptf_bop,Real Estate,163591.35535003856
10,9,ptf_bop,Precious Metals,52491.641217005264
10,9,ptf_bop,Bonds,354947.78226961923
10,9,ptf_bop,Crypto,86697.24146968737
10,9,ptf_bop,Stocks,242546.781620179
10,9,ptf_eop,Cash,0.0
10,9,ptf_eop,Real Estate,161204.2315705773
10,9,ptf_eop,Precious Metals,46661.14910696084
10,9,ptf_eop,Bonds,274550.28188934067
10,9,ptf_eop,Crypto,52277.70305945996
10,9,ptf_eop,Stocks,335030.30088349694
10,9,ptf1,Cash,0.0
10,9,ptf1,Real Estate,163591.35535003856
10,9,ptf1,Precious Metals,52491.641217005264
10,9,ptf1,Bonds,347439.7411885858
10,9,ptf1,Crypto,86697.24146968737
10,9,ptf1,Stocks,242546.781620179
10,9,ptf2,Cash,0.0
10,9,ptf2,Real Estate,178553.35216909915
10,9,ptf2,Precious Metals,44638.33804227479
10,9,ptf2,Bonds,267830.0282536488
10,9,ptf2,Crypto,44638.33804227479
10,9,ptf2,Stocks,357106.7043381983
10,9,ptf3,Cash,0.0
10,9,ptf3,Real Estate,161204.2315705773
10,9,ptf3,Precious Metals,46661.14910696084
10,9,ptf3,Bonds,274550.28188934067
10,9,ptf3,Crypto,52277.70305945996
10,9,ptf3,Stocks,335030.30088349694
10,9,ptf4,Cash,0.0
10,9,ptf4,Real Estate,161204.2315705773
10,9,ptf4,Precious Metals,46661.14910696084
10,9,ptf4,Bonds,274550.28188934067
10,9,ptf4,Crypto,52277.70305945996
10,9,ptf4,Stocks,335030.30088349694
10,9,ptf5,Cash,0.0
10,9,ptf5,Real Estate,161204.2315705773
10,9,ptf5,Precious Metals,46661.14910696084
10,9,ptf5,Bonds,274550.28188934067
10,9,ptf5,Crypto,52277.70305945996
10,9,ptf5,Stocks,335030.30088349694
10,9,returns,Cash,0.0
10,9,returns,Money Market,-0.004168438203025406
10,9,returns,Bonds,0.025091486863928047
10,9,returns,Stocks,-0.06182018759802906
10,9,returns,Crypto,0.17113910042865613
10,9,returns,Precious Metals,0.04531555504531438
10,9,returns,Real Estate,-0.09716491114706904
10,9,contributions,,0.0
10,9,withdrawals,,50000.0
10,9,availableCash,,0.0
10,9,cashBuffer,,150000.0
10,9,cashDepletion,,42491.958918966586
10,9,shortfall,,7508.041081033414
10,9,cashReplenishment,,0
10,9,financialGainLoss,,-23043.094335660106
10,10,ptf_bop,Cash,0.0
10,10,ptf_bop,Real Estate,161204.2315705773
10,10,ptf_bop,Precious Metals,46661.14910696084
10,10,ptf_bop,Bonds,274550.28188934067
10,10,ptf_bop,Crypto,52277.70305945996
10,10,ptf_bop,Stocks,335030.30088349694
10,10,ptf_eop,Cash,62460.064499481115
10,10,ptf_eop,Real Estate,163944.73330196715
10,10,ptf_eop,Precious Metals,40986.18332549179
10,10,ptf_eop,Bonds,245917.09995295072
10,10,ptf_eop,Crypto,40986.18332549179
10,10,ptf_eop,Stocks,327889.4666039343
10,10,ptf1,Cash,0.0
10,10,ptf1,Real Estate,161204.2315705773
10,10,ptf1,Precious Metals,46661.14910696084
10,10,ptf1,Bonds,224550.28188934067
10,10,ptf1,Crypto,52277.70305945996
10,10,ptf1,Stocks,335030.30088349694
10,10,ptf2,Cash,0.0
10,10,ptf2,Real Estate,163944.73330196715
10,10,ptf2,Precious Metals,40986.18332549179
10,10,ptf2,Bonds,245917.09995295072
10,10,ptf2,Crypto,40986.18332549179
10,10,ptf2,Stocks,327889.4666039343
10,10,ptf3,Cash,0.0
10,10,ptf3,Real Estate,161993.95419947355
10,10,ptf3,Precious Metals,43900.23923031396
10,10,ptf3,Bonds,253289.90374086986
10,10,ptf3,Crypto,46453.101990135794
10,10,ptf3,Stocks,376546.53184852377
10,10,ptf4,Cash,62460.064499481115
10,10,ptf4,Real Estate,161993.95419947355
10,10,ptf4,Precious Metals,43900.23923031396
10,10,ptf4,Bonds,190829.83924138875
10,10,ptf4,Crypto,46453.101990135794
10,10,ptf4,Stocks,376546.53184852377
10,10,ptf5,Cash,62460.064499481115
10,10,ptf5,Real Estate,163944.73330196715
10,10,ptf5,Precious Metals,40986.18332549179
10,10,ptf5,Bonds,245917.09995295072
10,10,ptf5,Crypto,40986.18332549179
10,10,ptf5,Stocks,327889.4666039343
10,10,returns,Cash,0.0
10,10,returns,Money Market,0.004010356041040307
10,10,returns,Bonds,0.029980850413939216
10,10,returns,Stocks,0.14839471895376108
10,10,returns,Crypto,0.13338442911916124
10,10,returns,Precious Metals,0.07109849389195848
10,10,returns,Real Estate,-0.011899004397417734
10,10,contributions,,0.0
10,10,withdrawals,,50000.0
10,10,availableCash,,0.0
10,10,cashBuffer,,150000.0
10,10,cashDepletion,,0.0
10,10,shortfall,,50000.0
10,10,cashReplenishment,,62460.064499481115
10,10,financialGainLoss,,62460.064499481115
10,11,ptf_bop,Cash,62460.064499481115
10,11,ptf_bop,Real Estate,163944.73330196715
10,11,ptf_bop,Precious Metals,40986.18332549179
10,11,ptf_bop,Bonds,245917.09995295072
10,11,ptf_bop,Crypto,40986.18332549179
10,11,ptf_bop,Stocks,327889.4666039343
10,11,ptf_eop,Cash,122911.51713310508
10,11,ptf_eop,Real Estate,163944.73330196715
10,11,ptf_eop,Precious Metals,40986.18332549179
10,11,ptf_eop,Bonds,245917.09995295072
10,11,ptf_eop,Crypto,40986.18332549179
10,11,ptf_eop,Stocks,327889.4666039343
10,11,ptf1,Cash,12460.064499481115
10,11,ptf1,Real Estate,163944.73330196715
10,11,ptf1,Precious Metals,40986.18332549179
10,11,ptf1,Bonds,245917.09995295072
10,11,ptf1,Crypto,40986.18332549179
10,11,ptf1,Stocks,327889.4666039343
10,11,ptf2,Cash,12460.064499481115
10,11,ptf2,Real Estate,163944.73330196715
10,11,ptf2,Precious Metals,40986.18332549179
10,11,ptf2,Bonds,245917.09995295072
10,11,ptf2,Crypto,40986.18332549179
10,11,ptf2,Stocks,327889.4666039343
10,11,ptf3,Cash,12460.064499481115
10,11,ptf3,Real Estate,162953.69605657767
10,11,ptf3,Precious Metals,38852.83467619779
10,11,ptf3,Bonds,269754.95879444695
10,11,ptf3,Crypto,33404.423499207645
10,11,ptf3,Stocks,425209.2061170296
10,11,ptf4,Cash,122911.51713310508
10,11,ptf4,Real Estate,162953.69605657767
10,11,ptf4,Precious Metals,38852.83467619779
10,11,ptf4,Bonds,159303.506160823
10,11,ptf4,Crypto,33404.423499207645
10,11,ptf4,Stocks,425209.2061170296
10,11,ptf5,Cash,122911.51713310508
10,11,ptf5,Real Estate,163944.73330196715
10,11,ptf5,Precious Metals,40986.18332549179
10,11,ptf5,Bonds,245917.09995295072
10,11,ptf5,Crypto,40986.18332549179
10,11,ptf5,Stocks,327889.4666039343
10,11,returns,Cash,0.0
10,11,returns,Money Market,0.07138213573113777
10,11,returns,Bonds,0.09693453137686207
10,11,returns,Stocks,0.296806544354931
10,11,returns,Crypto,-0.18498330927946116
10,11,returns,Precious Metals,-0.05205043446841608
10,11,returns,Real Estate,-0.006044947132056437
10,11,contributions,,0.0
10,11,withdrawals,,50000.0
10,11,availableCash,,12460.064499481115
10,11,cashBuffer,,150000.0
10,11,cashDepletion,,50000.0
10,11,shortfall,,0.0
10,11,cashReplenishment,,110451.45263362397
10,11,financialGainLoss,,110451.45263362397
10,12,ptf_bop,Cash,122911.51713310508
10,12,ptf_bop,Real Estate,163944.73330196715
10,12,ptf_bop,Precious Metals,40986.18332549179
10,12,ptf_bop,Bonds,245917.09995295072
10,12,ptf_bop,Crypto,40986.18332549179
10,12,ptf_bop,Stocks,327889.4666039343
10,12,ptf_eop,Cash,72911.51713310508
10,12,ptf_eop,Real Estate,132818.66004762045
10,12,ptf_eop,Precious Metals,38095.25891632154
10,12,ptf_eop,Bonds,232907.0193512129
10,12,ptf_eop,Crypto,36337.1912993194
10,12,ptf_eop,Stocks,281388.6173861377
10,12,ptf1,Cash,72911.51713310508
10,12,ptf1,Real Estate,163944.73330196715
10,12,ptf1,Precious Metals,40986.18332549179
10,12,ptf1,Bonds,245917.09995295072
10,12,ptf1,Crypto,40986.18332549179
10,12,ptf1,Stocks,327889.4666039343
10,12,ptf2,Cash,72911.51713310508
10,12,ptf2,Real Estate,163944.73330196715
10,12,ptf2,Precious Metals,40986.18332549179
10,12,ptf2,Bonds,245917.09995295072
10,12,ptf2,Crypto,40986.18332549179
10,12,ptf2,Stocks,327889.4666039343
10,12,ptf3,Cash,72911.51713310508
10,12,ptf3,Real Estate,132818.66004762045
10,12,ptf3,Precious Metals,38095.25891632154
10,12,ptf3,Bonds,232907.0193512129
10,12,ptf3,Crypto,36337.1912993194
10,12,ptf3,Stocks,281388.6173861377
10,12,ptf4,Cash,72911.51713310508
10,12,ptf4,Real Estate,132818.66004762045
10,12,ptf4,Precious Metals,38095.25891632154
10,12,ptf4,Bonds,232907.0193512129
10,12,ptf4,Crypto,36337.1912993194
10,12,ptf4,Stocks,281388.6173861377
10,12,ptf5,Cash,72911.51713310508
10,12,ptf5,Real Estate,132818.66004762045
10,12,ptf5,Precious Metals,38095.25891632154
10,12,ptf5,Bonds,232907.0193512129
10,12,ptf5,Crypto,36337.1912993194
10,12,ptf5,Stocks,281388.6173861377
10,12,returns,Cash,0.0
10,12,returns,Money Market,0.04017640725915092
10,12,returns,Bonds,-0.052904334851976334
10,12,returns,Stocks,-0.14181867352868063
10,12,returns,Crypto,-0.11342827384663785
10,12,returns,Precious Metals,-0.07053412088195596
